Transformer-LSTM,BiLSTM,GRU,LSTM,RNN,Transformer,Informer,Transformer-BiLSTM
5.655072709,16.83024084,3.326387819,23.35094856,26.86499672,21.44210529,10.54645629,13.74799373
5.515705713,16.7302742,3.441240751,16.55119282,26.86500502,21.02704623,10.40953639,14.04210123
5.09836035,16.68754969,3.675458658,16.03217075,26.86501697,20.62197697,9.828044761,14.19452614
5.190278761,16.53164681,4.090376795,14.91350191,26.86505311,20.39947937,9.843677541,14.33019205
4.718278977,16.45697199,4.783147656,14.45673011,26.86508206,20.25002618,10.41569927,13.86540267
4.640654771,16.35031147,4.645944521,13.93249033,26.86508458,20.50312904,9.824520333,13.50605912
4.320998275,16.16655696,4.620019683,13.63842415,26.8650975,20.52023555,9.437939949,13.5836929
4.250954389,16.04283312,4.154472104,13.32542083,26.86512568,19.84948264,9.433478813,12.93179771
4.151809757,16.0351482,3.724947486,13.26944589,26.86514737,21.35517958,9.259162243,12.68988275
3.873331463,15.72966975,2.99129506,13.03599464,26.8651442,20.31058113,9.848974014,12.84755679
3.767387969,15.77553011,2.332942902,12.58158177,26.86516549,19.90146248,9.277700391,12.21239791
3.728230753,15.50895002,1.809572859,12.31996948,26.86519153,19.6252045,9.772877887,13.36454677
3.599576119,15.45257955,1.485709413,12.02329824,26.86521238,18.95119981,9.111091004,13.63917143
3.527982489,15.29011712,1.349461151,11.72360607,26.86522924,19.07017358,9.681024747,13.59752475
3.340762611,15.16700259,1.29296318,11.42012988,26.86524316,19.29614354,8.944715312,12.88531729
3.137062433,15.39103603,1.316809407,11.07987439,26.86525293,19.29252799,9.222346147,12.32208565
2.994104347,15.14562067,1.475345268,10.86975995,26.86527206,20.02877056,9.000943923,12.52120917
3.378528243,14.77738409,1.608200206,10.60239222,26.86527945,20.53635281,8.662508786,12.23965682
2.808483909,14.93457149,2.235589388,10.33361468,26.86528599,19.68775294,8.891349535,12.35854659
2.611336545,14.59619741,2.946284513,10.14432935,26.86530126,20.54031167,8.760803647,12.43766128
2.569952296,14.48975151,3.528761184,10.11751084,26.86531687,20.44557803,8.653203811,12.48304364
2.657095203,15.17523849,3.735724811,9.532513288,26.86532078,19.60364169,8.515826968,12.31036944
2.605569649,14.98662617,3.212244899,8.961506182,26.86533019,20.54907537,8.322634838,12.24558838
2.424215237,14.28663404,2.396978589,8.583392444,26.86534203,19.4569987,8.669382725,11.76861321
2.369156086,14.54356096,1.737693661,8.241369114,26.86535293,19.85528409,8.490895762,11.62805142
2.228368216,14.12897348,1.470087838,7.824670582,26.86535819,19.98653248,8.189104823,11.5874268
2.260936783,14.17651187,1.342776891,7.6407632,26.86536159,19.30929174,8.71907189,11.32105946
2.246050589,14.19655055,1.294306601,7.545561708,26.86537152,21.67413653,8.183287968,11.50638595
2.176940242,13.75810359,1.28654749,7.501625396,26.86537898,23.74109372,8.079112588,11.53223087
2.30980041,14.09931317,1.169767294,7.721662001,26.86538204,21.81708439,7.860237252,11.62450536
1.997477686,13.65522139,1.155671705,8.486828766,26.86538814,20.06447606,7.658484754,10.93923461
2.002630619,13.52541125,1.153930837,8.487765271,26.8653923,19.13344778,7.644784189,11.22923614
1.933097874,13.69716805,1.205009137,7.495904315,26.86539868,18.9711468,7.37226697,11.95177094
2.02312451,13.3342133,1.296534853,6.57701329,26.86540859,19.09164689,7.711491123,11.5360449
1.751230669,13.20254027,1.434915082,6.129144715,26.86541169,18.56777326,7.636451139,11.20106367
1.780182735,12.81579282,1.762826881,5.953357198,26.86541358,18.81297131,7.759805754,11.11067036
1.918261886,12.61666632,2.111763277,6.082516023,26.86541977,18.69733379,7.29086131,10.66514808
1.945060769,12.73559099,2.371867516,5.467085241,26.86542574,22.72282754,7.49112321,10.26320084
1.796346829,12.7100303,2.63798623,5.293747482,26.8654271,24.3007532,7.180347805,10.14887626
1.655296326,12.27148134,2.491462048,5.070347244,26.86543423,22.21089236,7.852304875,10.48315149
1.710302045,12.19604105,2.448976709,4.712376976,26.86543729,21.32357008,6.855329652,10.09784442
1.728559945,12.43968566,2.570616086,4.520599165,26.86543797,20.90889266,6.907089066,10.1418642
1.552325036,12.43022209,2.484952578,4.393511769,26.86544216,20.59677685,7.015151125,9.941413938
1.587435049,12.21534074,2.181765239,4.962494894,26.8654455,20.30299664,7.142534416,9.915139986
1.629174288,11.80116351,2.037071246,5.919145078,26.86544765,20.09256191,7.072343455,9.896310962
1.712302343,11.69472594,1.763203506,4.963494092,26.86545002,20.45586483,6.406262198,9.586435143
1.401257682,11.4091785,1.490552851,4.673335632,26.86545317,20.71009451,6.655401896,9.427349702
1.354349447,11.34736638,1.176649192,4.333914498,26.86545436,19.39486647,6.664432932,9.529855854
1.583769069,11.10745112,0.960187824,5.502670506,26.86545392,19.36692196,6.527092781,9.198480984
1.466086863,10.99895613,0.845896639,4.66396935,26.86545734,19.44124852,6.838557009,9.076225104
1.36308334,10.82025911,0.754865962,4.650820608,26.86545951,19.05458629,6.648803649,9.040685632
1.325002248,10.58046973,0.760065164,5.354658141,26.86546261,18.71550284,6.382909983,9.042790136
1.285217581,10.49182683,0.745281902,5.815374423,26.86546573,19.0198655,6.314040732,9.033997348
1.384024996,10.82141092,0.792514614,5.525732752,26.86546802,23.56448485,6.444482525,9.559197442
1.294279956,10.32983387,0.839594223,5.240361837,26.86546957,20.78556359,6.018435307,10.00081305
1.354538702,9.910580857,0.845557867,5.167596127,26.86547156,19.55813515,6.253757459,9.31505522
1.254150359,9.883035541,0.877988978,5.551877169,26.86547401,19.12001915,6.319694087,8.961997101
1.179852712,9.90243723,0.961316421,5.459025639,26.86547697,19.65914511,6.226296255,8.545104524
1.240428589,9.783612651,0.95316134,5.125950115,26.86547838,19.4390986,6.316909825,8.32266215
1.229008415,9.708289398,1.108530911,4.626140201,26.86547885,20.05159024,6.153906232,8.438908326
1.199479727,9.454974055,1.237440657,4.501268284,26.86547869,19.33871423,6.022385387,8.123106317
1.2113448,9.099952487,1.467130078,3.73492128,26.86547975,19.14074127,5.631717045,8.122517457
1.191922769,8.901889742,1.630337746,2.718999952,26.86547984,18.87854921,5.6568768,8.189199701
1.113989707,8.911194319,1.812719064,2.366377344,26.86548068,20.04842894,5.748854639,8.556230011
1.057035649,8.668048633,2.01870537,2.177810749,26.86548018,19.85107322,5.658065306,7.825155857
1.059716415,8.508366552,1.997750063,1.987270608,26.86547976,19.21628262,5.605613503,7.710643306
1.09004322,8.088283131,1.92811787,1.836310644,26.86547854,18.7692035,5.449713152,7.32634391
1.151147762,7.958586117,1.851711835,1.732480466,26.86548017,18.51395201,5.702005513,7.502232876
1.095804469,7.869730533,1.679406317,1.632732469,26.8654838,19.69630756,5.465089673,7.180337754
1.070344777,7.968721499,1.330092283,1.798137064,26.86548273,18.85397222,5.298321979,7.520366808
1.026588184,7.932053401,0.989196997,2.241445208,26.8654844,18.52661205,5.311867371,8.002775643
1.509400253,8.131775889,0.769772013,2.034997871,26.86548497,18.57819102,5.294014271,7.544450404
0.874796374,7.987251151,0.741692673,2.434792274,26.86548555,18.85260754,5.596777242,6.860686534
0.944190868,7.295046053,0.706211125,2.891365804,26.8654857,18.71031919,5.521470912,6.77455113
0.988332528,6.94262874,0.682008785,2.969617326,26.8654853,20.89018415,4.902585743,6.768587125
0.994928779,6.695911546,0.652234295,2.86346517,26.86548402,22.17192768,5.069195558,6.665226437
0.965587844,6.415709828,0.62560598,3.295219238,26.86548464,22.13791531,5.180015506,6.522651357
0.957141789,6.194518961,0.592915111,4.460063359,26.86548656,20.65995435,4.989979494,6.165070439
0.882458009,5.940963274,0.574282919,2.650207223,26.86548713,19.66359005,5.094519206,6.135866724
0.90611519,5.810645258,0.56494182,2.415582446,26.86548666,18.90934308,4.981762736,5.972049298
0.906841048,5.616418478,0.609496107,2.1272921,26.86548906,18.83986277,4.818305119,5.916267836
0.889357394,5.448811415,0.641071623,1.865766296,26.86548801,18.61637703,4.569188316,6.066320898
0.893477862,5.334570986,0.713472408,2.050135931,26.86549156,18.54152048,4.845196208,5.870676897
0.858497405,5.098009018,0.835652512,1.771454012,26.86548939,19.44815428,4.539294291,6.159836485
0.931114337,4.857852956,1.073709374,1.603285657,26.86549271,18.69366363,4.585429084,5.587097813
0.795507664,5.832383632,1.275890461,1.782427499,26.86548921,18.45005482,4.613480453,5.618771821
0.85012669,5.520054295,1.504700886,1.732071102,26.86549271,18.13908686,4.643656559,5.446187034
0.852429835,5.479093174,1.570853908,1.611217233,26.86549196,18.03577692,4.62627598,5.017338366
0.823836107,5.895947154,1.438682188,1.920825825,26.86549188,18.15194366,4.300347367,5.323612661
0.842844476,4.75568861,1.499945012,2.32611538,26.86549157,18.69164109,4.627217934,5.046042026
0.771624185,4.014525367,1.277525738,2.152177064,26.86549246,18.24763009,4.354521082,5.439246018
0.839996589,3.657659775,1.111141422,2.238074545,26.86549072,18.99903843,4.26395429,4.823139071
1.296195912,3.540418295,1.04607004,2.477265864,26.86549119,18.97893019,4.464080387,4.589614428
0.754137379,3.301797302,0.969802806,3.005834986,26.86549196,18.30847502,4.159027919,4.59968032
0.720115151,3.106861821,0.915792313,2.731843163,26.86549238,17.55137006,4.22379686,4.391860388
0.728027301,3.100559845,0.905700573,1.771782128,26.86549202,17.48354105,4.069904752,4.551728518
0.759775917,3.081147173,0.888819118,1.474915803,26.86549147,17.30459824,4.460215485,4.522139472
0.77520505,3.382570319,0.93190298,1.495812709,26.86549181,18.21391163,4.723737109,4.293458781
0.752137178,3.809958984,0.940543994,1.230314951,26.86549351,19.30710239,4.259348336,4.190472428
0.762992563,5.812475356,1.011154748,1.477146961,26.86549293,18.14483072,3.794583113,3.906598509
0.880334152,6.582334655,1.159872944,1.239341412,26.86548206,17.5365491,4.088117209,4.233848178
0.76086384,6.779072353,1.339857255,1.214192954,26.86549234,17.26968324,3.855485807,4.254597041
0.661465013,4.581250401,1.443462529,1.896212557,26.86550744,17.17862241,4.077617797,4.175575508
0.700257029,3.40203293,1.395138521,1.886247952,26.86546147,17.08397211,4.007314623,4.047152419
0.748656248,2.915525972,1.435358688,1.748486148,26.8654942,17.00418863,3.72749935,4.108783386
0.701608588,2.662496027,1.342264408,1.699527217,26.86549354,16.93383169,3.68686301,3.957259621
0.679005105,2.508123375,1.355898816,1.598201737,26.86549259,16.87172302,3.91990325,3.816650873
0.811555006,2.397316165,1.229455192,1.913708064,26.8654879,18.23301999,3.848322005,3.691903585
0.613588716,2.256230831,1.154870395,2.1506661,26.86547065,22.74020343,3.667316482,3.297795988
0.60911986,2.157194499,1.091033264,2.105438061,26.86549182,19.1492923,4.126768024,3.183206995
0.654677384,2.224342735,1.03995737,2.009798048,26.86548742,18.49410903,3.389279354,3.133102209
0.694608149,2.174595555,0.942677033,1.711079151,26.86549058,18.81607185,3.731015921,3.167152481
0.637543159,2.184984299,0.882828862,1.863119632,26.86554137,18.20533124,3.605910851,3.289098868
