数据时间,车辆状态,累计里程,总电压,总电流,电池单体电压最高值,电池单体电压最低值,最高温度值,最低温度值,可充电储能子系统各温度探针检测到的温度值,可充电储能装置电压,可充电储能装置电流,单体电池电压,驾驶习惯,充电量
2022-05-01 05:52:48,2.0,272512.3,358.998,-85.867,4.004,3.971,28.977,26.008,27.393,358.998,-85.867,3.988,7.865,61.082
2022-05-01 06:00:38,2.0,385643.0,358.769,-83.478,3.998,3.974,30.561,27.909,29.051,358.769,-83.478,3.984,7.866,60.777
2022-05-01 13:06:58,1.349,315865.8,359.785,-82.692,4.011,3.978,31.802,28.786,30.445,359.785,-82.692,3.997,7.821,57.437
2022-05-01 15:11:38,2.0,140592.8,358.095,-89.574,3.988,3.945,30.264,28.109,29.144,358.095,-89.574,3.98,7.771,63.724
2022-05-01 16:37:58,2.0,222523.3,359.698,-84.356,4.01,3.977,30.887,28.274,29.339,359.698,-84.356,3.997,7.839,57.65
2022-05-01 17:33:38,2.0,337211.3,361.35,-79.888,4.026,3.992,31.824,28.944,30.245,361.35,-79.888,4.012,7.602,55.025
2022-05-01 17:34:48,2.0,272726.2,359.778,-83.648,4.012,3.979,30.849,28.175,29.475,359.778,-83.648,3.996,7.551,58.102
2022-05-01 17:45:38,1.978,385851.5,358.438,-81.367,3.994,3.969,30.507,28.134,29.206,358.438,-81.367,3.98,7.605,60.175
2022-05-01 23:42:48,2.0,275358.6,358.92,-85.572,4.003,3.965,31.22,28.378,29.902,358.92,-85.572,3.988,7.961,59.92
2022-05-02 02:22:58,2.0,231678.9,359.482,-78.469,4.001,3.956,30.397,28.059,29.191,359.482,-78.469,3.994,7.541,58.865
2022-05-02 03:23:28,2.0,140758.1,359.032,-86.154,3.999,3.955,30.711,28.352,29.62,359.032,-86.154,3.991,7.567,60.804
2022-05-02 04:34:18,2.0,222658.0,357.735,-87.115,3.988,3.956,29.136,26.015,27.312,357.735,-87.115,3.975,7.772,63.424
2022-05-02 04:59:08,1.992,337467.4,359.867,-84.062,4.009,3.974,31.992,27.508,29.711,359.867,-84.062,3.996,7.778,58.387
2022-05-02 05:00:38,2.0,332713.7,360.196,-83.818,4.018,3.985,35.096,28.696,32.592,360.196,-83.818,4.003,7.905,57.747
2022-05-02 05:21:38,2.0,386088.5,356.677,-82.821,3.975,3.949,30.121,26.0,28.248,356.677,-82.821,3.961,7.819,64.479
2022-05-02 06:05:48,2.0,272941.1,359.312,-84.915,4.007,3.974,30.762,27.278,29.143,359.312,-84.915,3.991,7.743,58.976
2022-05-02 06:31:38,2.0,322357.5,359.174,-78.905,4.007,3.966,34.1,30.492,32.76,359.174,-78.905,3.994,7.9,56.58
2022-05-02 06:46:48,2.0,258217.8,359.455,-81.154,4.009,3.976,30.961,28.535,29.87,359.455,-81.154,3.994,7.697,57.711
2022-05-02 12:03:08,1.0,258427.6,357.03,-85.443,3.982,3.949,31.353,28.625,30.05,357.03,-85.443,3.967,8.003,64.108
2022-05-02 14:56:28,2.0,140927.8,357.345,-89.215,3.98,3.938,29.258,26.712,27.53,357.345,-89.215,3.972,7.815,65.244
2022-05-02 16:26:38,2.0,222854.5,357.759,-88.421,3.989,3.956,30.481,27.267,28.004,357.759,-88.421,3.975,7.859,63.881
2022-05-02 17:03:48,2.0,258600.8,355.395,-80.774,3.963,3.932,30.432,28.37,29.344,355.395,-80.774,3.949,7.71,65.341
2022-05-02 17:13:08,2.0,273144.9,357.335,-82.948,3.985,3.953,29.936,27.39,28.297,357.335,-82.948,3.97,7.872,64.51
2022-05-02 17:17:58,2.0,337731.9,360.958,-80.461,4.022,3.989,31.944,29.77,30.501,360.958,-80.461,4.009,7.597,55.886
2022-05-03 03:03:58,2.0,316202.5,359.253,-82.277,4.006,3.972,31.078,28.523,29.826,359.253,-82.277,3.991,7.708,58.063
2022-05-03 04:14:48,1.876,287241.2,360.609,-82.641,4.014,3.975,30.558,28.233,29.285,360.609,-82.641,4.004,7.896,58.832
2022-05-03 04:37:18,2.0,333111.4,358.379,-87.02,3.996,3.966,30.57,27.719,29.112,358.379,-87.02,3.983,8.002,61.412
2022-05-03 04:37:38,2.0,231974.5,358.897,-79.249,3.995,3.95,30.043,27.565,28.695,358.897,-79.249,3.987,7.767,60.343
2022-05-03 05:02:28,2.0,337973.6,357.735,-87.271,3.985,3.952,31.759,28.932,30.184,357.735,-87.271,3.972,7.874,64.028
2022-05-03 05:30:38,2.0,386466.8,358.501,-82.994,3.995,3.97,30.388,27.866,29.062,358.501,-82.994,3.981,7.776,61.386
2022-05-03 06:02:38,2.0,258841.3,359.969,-81.343,4.015,3.982,30.756,28.441,29.638,359.969,-81.343,4.0,7.682,56.941
2022-05-03 06:15:38,2.0,273419.7,359.998,-83.13,4.015,3.982,30.696,27.952,29.381,359.998,-83.13,3.999,7.824,57.265
2022-05-03 06:52:18,2.468,374076.7,356.661,-84.304,3.979,3.95,28.921,26.964,28.105,356.661,-84.304,3.962,7.961,64.666
2022-05-03 11:19:48,1.382,259017.4,354.683,-84.558,3.955,3.925,30.403,28.042,28.989,354.683,-84.558,3.942,8.045,67.546
2022-05-03 15:21:38,2.0,141262.5,358.006,-88.407,3.987,3.944,31.939,28.22,29.573,358.006,-88.407,3.98,7.843,64.373
2022-05-03 16:30:38,2.0,223145.4,356.995,-86.476,3.982,3.948,32.338,28.206,29.466,356.995,-86.476,3.967,7.874,64.897
2022-05-03 16:57:18,2.0,338166.2,357.555,-85.715,3.984,3.953,31.603,28.743,29.799,357.555,-85.715,3.971,7.817,64.32
2022-05-03 17:02:38,2.0,333343.4,357.749,-72.122,3.99,3.958,31.215,28.104,29.015,357.749,-72.122,3.977,7.987,57.353
2022-05-03 17:03:58,1.452,259249.7,359.164,-77.218,4.005,3.973,32.719,29.067,30.413,359.164,-77.218,3.992,7.777,57.479
2022-05-03 17:16:48,2.0,273649.8,359.26,-83.737,4.007,3.975,31.354,28.308,29.558,359.26,-83.737,3.991,7.855,60.018
2022-05-04 04:15:58,2.0,287454.8,359.31,-85.182,4.0,3.961,30.985,28.5,29.406,359.31,-85.182,3.99,7.885,61.119
2022-05-04 04:39:58,2.0,333583.6,356.375,-83.642,3.974,3.944,29.356,26.756,27.78,356.375,-83.642,3.961,8.119,62.559
2022-05-04 05:24:08,2.0,338410.7,361.129,-81.168,4.023,3.991,30.912,28.144,29.258,361.129,-81.168,4.01,7.804,55.918
2022-05-04 05:31:28,2.0,386876.4,357.972,-86.476,3.985,3.963,31.474,28.54,29.735,357.972,-86.476,3.976,7.906,65.371
2022-05-04 05:55:08,2.0,259483.7,359.351,-81.605,4.008,3.975,31.147,28.76,29.775,359.351,-81.605,3.993,7.775,58.033
2022-05-04 12:35:18,2.0,243967.2,356.592,-79.431,3.974,3.943,31.306,28.431,29.309,356.592,-79.431,3.963,7.971,63.141
2022-05-04 15:55:28,2.0,141627.0,358.191,-88.116,3.989,3.945,34.569,30.831,32.14,358.191,-88.116,3.982,7.842,63.182
2022-05-04 16:34:28,2.0,223459.3,358.103,-84.615,3.995,3.96,34.113,29.203,30.836,358.103,-84.615,3.98,7.91,62.078
2022-05-04 17:05:28,2.0,387109.9,356.974,-86.914,3.975,3.951,34.729,30.407,31.844,356.974,-86.914,3.965,7.959,67.209
2022-05-04 17:05:28,2.0,333795.7,359.207,-84.085,4.006,3.974,35.305,32.484,33.383,359.207,-84.085,3.993,7.979,59.345
2022-05-04 17:16:28,2.0,338656.2,359.468,-82.681,4.005,3.974,33.752,30.667,32.016,359.468,-82.681,3.992,7.88,58.814
2022-05-04 17:47:58,2.0,274164.8,359.102,-84.266,4.005,3.973,33.148,29.93,31.328,359.102,-84.266,3.989,7.938,59.472
2022-05-05 02:08:38,2.0,276334.7,357.248,-88.048,3.982,3.949,30.158,27.135,28.169,357.248,-88.048,3.969,8.038,64.601
2022-05-05 02:57:08,2.0,141807.6,356.011,-85.866,3.965,3.923,31.093,28.064,29.183,356.011,-85.866,3.957,7.953,66.611
2022-05-05 03:46:48,2.0,338861.9,358.853,-84.965,3.998,3.966,31.138,28.8,29.641,358.853,-84.965,3.985,7.849,60.914
2022-05-05 04:08:28,1.993,287645.1,358.327,-86.392,3.988,3.951,29.776,27.537,28.426,358.327,-86.392,3.979,8.104,63.866
2022-05-05 05:27:38,2.0,387349.6,357.678,-86.047,3.982,3.959,31.187,28.18,29.29,357.678,-86.047,3.973,7.879,66.002
2022-05-05 05:51:08,2.0,274408.1,358.985,-84.598,4.004,3.972,30.672,28.438,29.386,358.985,-84.598,3.988,7.922,59.704
2022-05-05 05:57:48,2.0,259954.2,360.163,-80.873,4.017,3.984,31.078,28.727,29.645,360.163,-80.873,4.002,7.94,57.059
2022-05-05 14:58:48,1.993,141990.7,357.134,-89.464,3.978,3.935,35.097,30.903,32.31,357.134,-89.464,3.97,7.746,66.142
2022-05-05 16:24:18,2.0,223775.1,356.536,-83.048,3.977,3.943,34.352,29.345,30.978,356.536,-83.048,3.962,7.923,65.067
2022-05-05 17:10:28,2.0,334241.3,355.238,-84.739,3.961,3.931,36.2,33.257,34.267,355.238,-84.739,3.948,8.157,65.758
2022-05-05 17:27:28,2.0,387544.3,356.074,-89.024,3.964,3.941,35.66,31.326,32.799,356.074,-89.024,3.955,8.061,69.292
2022-05-05 17:35:18,2.0,339065.7,358.66,-83.678,3.996,3.965,34.115,30.695,32.051,358.66,-83.678,3.983,7.873,60.459
2022-05-05 17:41:48,2.0,274616.4,359.017,-83.667,4.004,3.972,33.379,29.848,31.33,359.017,-83.667,3.988,7.98,60.908
2022-05-06 01:25:58,2.0,244415.6,359.692,-79.298,4.009,3.976,30.695,28.084,29.332,359.692,-79.298,3.998,7.949,57.284
2022-05-06 04:35:48,2.0,287934.9,357.917,-87.902,3.984,3.947,31.481,29.038,30.079,357.917,-87.902,3.974,7.967,64.494
2022-05-06 04:37:08,2.0,334488.5,353.806,-72.586,3.945,3.917,29.963,27.117,28.238,353.806,-72.586,3.933,8.125,65.156
2022-05-06 04:52:28,2.0,323068.4,357.354,-78.327,3.986,3.948,29.387,26.662,27.778,357.354,-78.327,3.974,7.991,61.39
2022-05-06 04:53:48,2.0,339293.2,360.17,-82.685,4.013,3.98,31.833,29.222,30.313,360.17,-82.685,4.0,7.872,57.433
2022-05-06 05:39:58,2.0,387812.3,358.223,-86.131,3.989,3.965,31.309,28.132,29.339,358.223,-86.131,3.979,7.814,64.632
2022-05-06 05:53:48,2.0,274808.7,356.579,-87.405,3.977,3.945,30.504,27.97,28.854,356.579,-87.405,3.961,8.069,65.376
2022-05-06 06:17:28,2.0,260419.1,360.494,-78.978,4.021,3.988,29.845,26.791,27.888,360.494,-78.978,4.006,7.891,56.16
2022-05-06 15:00:58,2.0,142294.0,355.792,-86.264,3.963,3.921,34.214,29.957,31.38,355.792,-86.264,3.955,7.973,66.925
2022-05-06 16:26:38,2.0,323253.7,353.651,-67.256,3.944,3.909,31.718,28.598,29.843,353.651,-67.256,3.934,8.024,64.687
2022-05-06 16:38:58,2.0,224122.1,357.629,-86.918,3.989,3.955,35.152,30.144,31.768,357.629,-86.918,3.974,7.959,63.287
2022-05-06 17:11:38,2.0,334690.9,358.405,-79.223,3.997,3.965,36.252,33.252,34.198,358.405,-79.223,3.984,8.041,59.099
2022-05-06 17:23:18,1.95,388003.8,356.128,-88.123,3.965,3.941,35.787,31.17,32.762,356.128,-88.123,3.955,7.904,68.639
2022-05-06 17:27:18,1.429,275018.5,359.111,-81.963,4.006,3.973,34.09,30.256,31.76,359.111,-81.963,3.99,7.926,60.127
2022-05-06 17:50:18,2.0,339519.4,359.474,-82.16,4.006,3.974,34.124,30.899,32.378,359.474,-82.16,3.992,7.878,58.439
2022-05-07 05:38:28,2.0,388239.6,356.614,-81.99,3.971,3.948,31.11,27.938,29.16,356.614,-81.99,3.961,7.714,66.108
2022-05-07 05:59:38,2.0,260944.1,360.392,-78.576,4.019,3.987,29.786,26.206,27.572,360.392,-78.576,4.005,7.83,56.751
2022-05-07 15:28:48,2.0,142668.5,357.566,-88.431,3.983,3.94,29.403,26.858,27.882,357.566,-88.431,3.975,8.003,65.397
2022-05-07 16:38:18,2.0,224460.9,359.116,-85.472,4.005,3.971,29.711,26.484,27.723,359.116,-85.472,3.99,7.878,60.319
2022-05-07 17:23:38,2.0,388431.9,355.786,-85.403,3.961,3.939,31.297,28.517,29.418,355.786,-85.403,3.952,7.873,68.397
2022-05-07 17:34:38,2.0,275579.3,359.985,-82.902,4.015,3.983,31.072,28.76,29.897,359.985,-82.902,3.999,7.883,57.108
2022-05-07 18:05:28,2.0,339954.2,359.101,-83.356,4.001,3.968,31.954,29.785,30.51,359.101,-83.356,3.988,7.876,59.766
2022-05-08 02:23:38,2.0,277254.3,350.16,-63.985,3.903,3.874,29.285,26.732,27.423,350.16,-63.985,3.891,8.07,63.504
2022-05-08 03:40:28,2.0,142852.8,357.445,-89.145,3.981,3.938,31.474,28.15,29.266,357.445,-89.145,3.973,7.845,65.403
2022-05-08 03:45:08,2.0,317811.6,359.564,-83.021,4.009,3.977,31.54,29.357,30.212,359.564,-83.021,3.994,7.902,57.671
2022-05-08 04:06:18,2.0,288446.1,358.505,-86.164,3.99,3.953,30.124,27.744,28.806,358.505,-86.164,3.981,8.194,61.622
2022-05-08 04:22:18,2.0,232853.8,360.338,-76.724,4.011,3.965,29.993,27.86,28.88,360.338,-76.724,4.003,7.94,57.562
2022-05-08 04:44:18,2.0,340180.3,360.493,-82.199,4.016,3.984,31.111,28.373,29.604,360.493,-82.199,4.003,7.817,57.093
2022-05-08 04:51:18,2.0,323828.6,357.742,-84.896,3.99,3.952,30.806,28.037,28.975,357.742,-84.896,3.978,8.081,62.757
2022-05-08 04:54:58,2.0,335363.9,357.074,-88.404,3.981,3.952,30.254,27.873,29.143,357.074,-88.404,3.968,8.059,65.35
2022-05-08 06:10:28,2.0,388729.8,357.939,-86.671,3.986,3.962,31.766,28.927,30.051,357.939,-86.671,3.976,7.707,65.518
2022-05-08 06:11:48,2.0,275862.9,359.734,-83.116,4.012,3.98,31.219,28.844,29.989,359.734,-83.116,3.996,7.849,58.681
2022-05-08 06:24:48,2.0,261406.1,360.579,-78.206,4.022,3.989,30.162,27.5,28.537,360.579,-78.206,4.007,7.861,56.045
2022-05-08 15:34:38,2.0,143044.3,357.483,-87.749,3.981,3.938,31.664,28.306,29.441,357.483,-87.749,3.973,7.711,64.851
2022-05-08 16:31:48,2.0,276082.7,358.786,-85.098,4.002,3.969,31.48,29.15,30.083,358.786,-85.098,3.986,7.918,59.576
2022-05-08 16:40:48,2.0,224764.4,356.541,-82.856,3.976,3.943,29.733,26.104,27.009,356.541,-82.856,3.962,7.902,61.968
2022-05-08 17:28:58,2.0,340422.5,360.418,-81.909,4.016,3.983,30.382,27.992,28.931,360.418,-81.909,4.003,7.74,55.521
2022-05-09 03:06:08,2.0,233136.3,358.576,-78.424,3.991,3.946,30.557,28.386,29.255,358.576,-78.424,3.984,7.83,60.635
2022-05-09 04:20:28,2.0,288676.3,360.288,-84.568,4.011,3.971,31.304,28.776,29.696,360.288,-84.568,4.001,7.866,58.272
2022-05-09 04:41:58,2.0,340642.7,360.008,-83.103,4.011,3.978,31.254,28.73,29.733,360.008,-83.103,3.998,7.819,57.724
2022-05-09 05:18:08,2.0,324206.8,356.625,-81.916,3.977,3.94,30.629,27.9,28.763,356.625,-81.916,3.966,7.925,63.312
2022-05-09 05:50:38,2.0,276377.0,359.866,-83.309,4.014,3.981,31.203,28.734,29.98,359.866,-83.309,3.998,7.874,58.816
2022-05-09 06:24:08,2.0,261900.6,359.937,-79.346,4.014,3.982,30.805,28.133,29.073,359.937,-79.346,4.0,7.765,55.983
2022-05-09 07:11:58,2.0,388979.3,358.302,-88.287,3.989,3.967,31.856,29.985,30.823,358.302,-88.287,3.98,7.903,64.289
2022-05-09 13:50:58,2.0,101617.5,356.103,-88.387,3.963,3.923,31.336,29.172,29.972,356.103,-88.387,3.957,7.808,62.419
2022-05-09 15:05:58,2.0,143388.3,358.372,-88.272,3.992,3.947,32.946,29.215,30.567,358.372,-88.272,3.984,7.828,63.293
2022-05-09 16:20:18,2.0,225124.5,358.856,-84.367,4.003,3.968,32.698,28.473,29.837,358.856,-84.367,3.988,7.912,60.012
2022-05-09 16:41:58,2.0,336005.8,359.539,-83.753,4.01,3.977,33.992,32.095,32.761,359.539,-83.753,3.996,8.103,58.166
2022-05-09 17:22:38,2.0,276617.2,357.555,-86.738,3.988,3.956,32.075,28.624,29.947,357.555,-86.738,3.972,7.957,63.631
2022-05-09 18:00:38,2.0,340873.0,359.55,-82.753,4.006,3.974,33.219,30.258,31.588,359.55,-82.753,3.993,7.765,58.406
2022-05-10 01:39:28,2.0,277900.6,357.199,-88.489,3.982,3.949,31.773,28.811,29.802,357.199,-88.489,3.969,7.985,64.434
2022-05-10 02:20:58,2.0,318410.7,357.081,-86.554,3.981,3.95,31.41,28.44,29.492,357.081,-86.554,3.967,7.879,63.99
2022-05-10 03:02:08,2.0,143581.4,357.639,-87.17,3.983,3.94,31.867,28.252,29.543,357.639,-87.17,3.976,7.851,64.922
2022-05-10 03:13:28,2.0,233403.9,357.316,-80.454,3.977,3.934,30.643,28.21,28.981,357.316,-80.454,3.97,7.922,63.539
2022-05-10 04:23:18,2.0,288974.0,358.584,-86.551,3.991,3.953,30.417,28.182,29.135,358.584,-86.551,3.982,8.023,63.078
2022-05-10 04:46:38,2.0,324560.4,355.178,-75.799,3.961,3.925,30.186,27.391,28.32,355.178,-75.799,3.95,7.981,65.284
2022-05-10 04:46:58,2.0,336246.0,356.328,-84.073,3.973,3.944,30.17,28.119,29.25,356.328,-84.073,3.96,7.979,62.88
2022-05-10 04:54:48,2.0,341117.0,360.751,-81.484,4.019,3.987,32.373,29.627,30.839,360.751,-81.484,4.006,7.743,56.592
2022-05-10 05:14:38,2.3,375058.3,357.076,-81.824,3.984,3.955,30.179,28.021,28.715,357.076,-81.824,3.967,8.101,63.221
2022-05-10 05:57:28,2.0,276926.4,357.851,-87.572,3.991,3.959,31.092,28.649,29.644,357.851,-87.572,3.975,7.916,63.265
2022-05-10 06:08:18,1.305,262280.4,360.517,-79.19,4.021,3.988,29.875,26.555,27.78,360.517,-79.19,4.007,7.864,55.872
2022-05-10 07:27:28,1.971,389219.0,357.549,-85.001,3.981,3.959,32.129,30.0,31.087,357.549,-85.001,3.971,7.778,65.241
2022-05-10 16:36:58,2.0,225405.0,357.456,-86.961,3.986,3.953,31.068,27.316,28.51,357.456,-86.961,3.972,7.793,63.794
2022-05-10 17:02:28,2.0,336472.7,360.134,-80.578,4.016,3.984,31.875,29.977,30.769,360.134,-80.578,4.003,7.905,56.85
2022-05-10 17:02:38,2.0,277121.6,358.678,-85.083,4.001,3.968,29.736,27.326,28.365,358.678,-85.083,3.984,7.76,60.52
2022-05-10 17:21:48,2.0,389396.6,356.421,-88.688,3.968,3.945,31.579,28.293,29.522,356.421,-88.688,3.959,7.682,68.532
2022-05-10 18:13:38,2.0,341326.6,358.648,-84.395,3.996,3.964,31.545,28.985,29.93,358.648,-84.395,3.983,7.791,61.448
2022-05-10 20:37:08,1.137,101949.0,356.136,-67.868,3.964,3.924,30.076,26.924,27.917,356.136,-67.868,3.958,7.921,49.039
2022-05-11 02:06:38,2.0,318771.2,357.066,-86.49,3.981,3.95,31.963,29.052,29.927,357.066,-86.49,3.966,7.862,63.942
2022-05-11 02:42:48,2.0,233649.2,357.778,-80.835,3.982,3.938,29.667,27.382,28.18,357.778,-80.835,3.975,7.855,64.248
2022-05-11 03:15:08,2.0,143888.1,356.234,-83.685,3.968,3.926,30.873,27.183,28.395,356.234,-83.685,3.96,7.801,65.846
2022-05-11 04:06:38,2.0,289166.9,358.588,-87.045,3.991,3.953,31.489,28.748,29.671,358.588,-87.045,3.982,7.929,62.894
2022-05-11 04:38:58,2.0,336678.3,359.599,-83.657,4.01,3.978,30.087,27.866,28.765,359.599,-83.657,3.997,8.03,58.565
2022-05-11 04:51:38,2.0,341543.2,359.716,-83.833,4.007,3.975,32.268,29.614,30.708,359.716,-83.833,3.995,7.809,58.701
2022-05-11 05:04:08,2.0,324932.8,356.796,-71.714,3.979,3.942,30.255,27.652,28.677,356.796,-71.714,3.968,7.988,63.774
2022-05-11 05:37:58,2.0,375357.9,356.837,-77.082,3.981,3.952,30.517,28.476,29.26,356.837,-77.082,3.964,7.977,61.699
2022-05-11 05:46:48,2.0,389602.0,357.773,-86.167,3.985,3.959,31.638,28.08,29.216,357.773,-86.167,3.974,7.636,65.64
2022-05-11 05:52:18,2.0,262747.3,359.811,-75.581,4.013,3.98,29.842,26.835,27.991,359.811,-75.581,3.999,7.904,57.928
2022-05-11 06:05:58,2.0,277411.0,359.988,-83.202,4.016,3.982,29.937,27.183,28.387,359.988,-83.202,3.999,7.816,57.782
2022-05-11 16:25:58,2.0,225736.9,359.805,-82.555,4.013,3.978,31.119,27.325,28.67,359.805,-82.555,3.998,7.714,57.328
2022-05-11 16:47:38,2.0,336903.4,359.458,-82.618,4.009,3.977,31.231,28.769,29.624,359.458,-82.618,3.995,7.99,59.224
2022-05-11 17:14:58,2.0,277637.2,359.887,-64.321,4.015,3.982,29.81,26.693,27.885,359.887,-64.321,3.999,7.769,57.893
2022-05-11 17:30:58,1.889,375522.6,354.599,-79.075,3.955,3.928,30.346,28.373,29.003,354.599,-79.075,3.939,7.928,67.052
2022-05-11 17:39:48,2.0,389826.6,357.718,-87.101,3.984,3.959,31.693,28.131,29.308,357.718,-87.101,3.973,7.693,65.846
2022-05-11 18:21:08,2.0,102125.3,358.33,-83.661,3.988,3.945,30.83,28.852,29.645,358.33,-83.661,3.981,7.497,62.312
2022-05-12 02:07:58,2.0,144233.9,357.534,-87.829,3.982,3.939,29.809,26.301,27.548,357.534,-87.829,3.974,7.715,65.902
2022-05-12 03:38:08,2.0,233924.0,358.927,-78.929,3.995,3.95,30.554,28.496,29.423,358.927,-78.929,3.988,7.837,60.538
2022-05-12 04:31:58,2.0,341966.6,358.371,-85.692,3.992,3.96,30.538,28.227,29.227,358.371,-85.692,3.98,7.828,62.394
2022-05-12 05:35:18,2.0,375763.4,356.22,-77.768,3.974,3.945,30.682,28.818,29.672,356.22,-77.768,3.958,7.798,63.546
2022-05-12 05:56:08,2.0,263219.2,359.748,-79.135,4.013,3.98,31.069,28.615,29.666,359.748,-79.135,3.998,7.937,56.718
2022-05-12 06:12:08,1.963,337155.8,356.82,-87.996,3.978,3.949,31.172,28.985,29.831,356.82,-87.996,3.966,8.103,65.043
2022-05-12 06:13:58,2.0,390043.5,356.93,-86.036,3.974,3.951,31.801,28.929,29.859,356.93,-86.036,3.965,7.795,66.997
2022-05-12 15:26:18,2.0,144421.6,357.396,-89.694,3.981,3.938,31.5,28.561,29.515,357.396,-89.694,3.973,7.808,65.304
2022-05-12 15:45:28,2.0,342177.3,358.311,-84.349,3.992,3.96,32.067,29.754,30.589,358.311,-84.349,3.979,7.884,62.364
2022-05-12 16:13:28,2.0,225992.9,357.597,-87.402,3.988,3.954,30.136,26.515,27.666,357.597,-87.402,3.974,7.79,63.633
2022-05-12 16:35:48,1.993,337318.7,356.386,-84.2,3.974,3.944,31.097,28.903,29.559,356.386,-84.2,3.961,8.04,62.504
2022-05-12 16:55:28,2.0,278101.7,359.989,-83.644,4.016,3.983,29.46,27.135,28.123,359.989,-83.644,3.999,7.809,58.094
2022-05-12 17:21:18,2.0,390226.5,356.583,-88.713,3.97,3.947,31.741,28.734,29.675,356.583,-88.713,3.961,7.767,68.058
2022-05-12 17:28:38,2.0,375960.6,355.857,-78.247,3.97,3.941,30.446,28.669,29.387,355.857,-78.247,3.953,7.79,63.941
2022-05-12 18:43:28,1.707,102360.5,358.012,-71.355,3.985,3.942,29.707,27.72,28.617,358.012,-71.355,3.978,7.618,59.116
2022-05-13 00:36:38,2.0,278760.4,357.739,-88.763,3.989,3.954,30.346,28.244,28.972,357.739,-88.763,3.974,8.003,62.164
2022-05-13 02:36:38,2.0,319340.9,357.639,-85.855,3.987,3.956,31.737,29.338,29.989,357.639,-85.855,3.973,7.829,62.993
2022-05-13 02:58:48,2.0,144601.7,357.141,-85.598,3.978,3.935,31.072,27.594,28.743,357.141,-85.598,3.97,7.642,65.181
2022-05-13 03:46:58,2.0,234190.0,358.798,-78.827,3.993,3.948,30.554,28.511,29.432,358.798,-78.827,3.986,7.894,60.459
2022-05-13 04:12:08,2.0,226157.8,356.039,-85.08,3.971,3.938,30.761,27.283,28.167,356.039,-85.08,3.957,7.862,65.052
2022-05-13 04:38:28,2.0,289703.8,359.04,-86.589,3.997,3.958,31.326,29.163,30.327,359.04,-86.589,3.987,7.927,61.598
2022-05-13 05:38:58,2.0,376182.7,354.975,-79.154,3.96,3.932,30.311,28.424,29.377,354.975,-79.154,3.944,7.937,66.006
2022-05-13 05:44:48,2.0,325636.0,360.133,-80.467,4.017,3.977,30.254,27.802,29.023,360.133,-80.467,4.005,8.02,55.88
2022-05-13 05:46:18,2.0,278347.1,359.271,-84.185,4.007,3.974,31.492,29.357,30.353,359.271,-84.185,3.991,7.802,58.466
2022-05-13 05:59:38,1.669,263631.802,360.514,-78.846,4.022,3.988,30.858,28.11,29.128,360.514,-78.846,4.007,8.014,55.189
2022-05-13 06:17:38,2.0,390436.0,356.982,-87.52,3.975,3.952,31.755,28.921,29.848,356.982,-87.52,3.965,7.871,67.186
2022-05-13 12:18:48,1.303,102625.2,357.127,-84.216,3.974,3.932,31.258,28.795,29.709,357.127,-84.216,3.967,7.866,61.323
2022-05-13 14:41:38,2.0,144768.9,357.545,-89.687,3.983,3.939,31.0,27.485,28.689,357.545,-89.687,3.974,7.821,65.298
2022-05-13 16:39:58,2.0,226395.6,358.75,-85.623,4.001,3.967,31.465,28.504,29.441,358.75,-85.623,3.986,7.781,59.946
2022-05-13 16:51:18,2.0,325840.4,356.285,-80.255,3.974,3.936,30.308,28.126,28.962,356.285,-80.255,3.962,8.015,63.351
2022-05-13 17:11:38,2.0,342383.0,358.95,-84.326,3.999,3.966,31.45,29.388,30.037,358.95,-84.326,3.986,7.791,59.982
2022-05-13 17:12:08,1.914,390631.0,356.53,-89.291,3.97,3.947,31.072,28.23,29.107,356.53,-89.291,3.96,8.087,68.505
2022-05-13 17:30:38,1.953,337800.8,360.507,-80.243,4.02,3.989,31.819,29.646,30.641,360.507,-80.243,4.007,8.043,56.176
2022-05-13 17:39:38,2.0,278561.8,359.481,-84.223,4.009,3.976,31.677,29.468,30.548,359.481,-84.223,3.993,7.88,57.557
2022-05-14 01:37:08,2.0,279071.1,357.369,-88.764,3.985,3.95,30.162,27.831,28.598,357.369,-88.764,3.97,8.003,63.643
2022-05-14 02:59:38,2.0,144947.4,357.768,-87.368,3.985,3.942,30.843,27.381,28.547,357.768,-87.368,3.977,7.727,64.58
2022-05-14 03:26:08,2.0,234447.5,360.194,-77.046,4.009,3.963,30.507,28.5,29.389,360.194,-77.046,4.002,7.782,56.944
2022-05-14 04:23:28,2.0,319799.8,359.779,-82.803,4.011,3.979,30.389,28.214,29.218,359.779,-82.803,3.997,7.859,57.516
2022-05-14 04:26:18,2.0,289956.9,358.786,-86.136,3.994,3.956,31.159,28.727,29.836,358.786,-86.136,3.984,7.939,62.71
2022-05-14 04:56:18,2.0,338029.3,360.702,-81.721,4.023,3.991,31.171,29.016,30.099,360.702,-81.721,4.009,7.98,55.384
2022-05-14 05:44:18,2.0,326058.3,358.891,-77.764,4.003,3.964,30.075,28.278,29.172,358.891,-77.764,3.991,7.968,57.055
2022-05-14 05:46:58,2.0,342677.7,360.99,-80.581,4.021,3.989,31.732,28.307,29.72,360.99,-80.581,4.009,7.863,56.409
