数据时间,车辆状态,累计里程,总电压,总电流,电池单体电压最高值,电池单体电压最低值,最高温度值,最低温度值,可充电储能子系统各温度探针检测到的温度值,可充电储能装置电压,可充电储能装置电流,单体电池电压,驾驶习惯,充电量
2022-10-24 03:05:08,2.0,272474.0,358.46,-79.531,3.989,3.945,30.806,28.683,29.558,358.46,-79.531,3.982,7.874,61.001
2022-10-24 04:18:28,2.0,293573.0,358.172,-81.825,3.995,3.957,30.286,26.571,27.953,358.172,-81.825,3.98,7.896,60.033
2022-10-24 05:12:38,2.0,414935.4,361.221,-79.493,4.024,3.991,33.024,30.103,31.306,361.221,-79.493,4.012,7.911,55.205
2022-10-24 05:19:58,2.0,410498.3,358.296,-86.284,3.994,3.961,31.045,28.409,29.436,358.296,-86.284,3.982,8.042,62.82
2022-10-24 05:39:28,2.0,441542.1,357.433,-76.496,3.986,3.957,30.389,28.292,29.103,357.433,-76.496,3.971,7.853,60.805
2022-10-24 05:44:08,2.0,343689.6,361.25,-77.842,4.029,3.995,31.465,28.717,29.76,361.25,-77.842,4.015,7.512,54.485
2022-10-24 05:52:08,2.0,358169.8,359.762,-83.559,4.01,3.978,31.079,28.323,29.478,359.762,-83.559,3.996,7.682,58.501
2022-10-24 07:12:38,2.0,424274.0,355.993,-83.792,3.965,3.938,31.78,29.738,30.657,355.993,-83.792,3.954,7.862,65.475
2022-10-24 09:53:28,2.0,385872.9,356.158,-82.39,3.971,3.933,30.764,29.314,29.893,356.158,-82.39,3.96,7.805,63.686
2022-10-24 15:25:28,2.0,206132.8,356.322,-83.054,3.966,3.925,35.101,31.094,32.54,356.322,-83.054,3.961,7.817,63.969
2022-10-24 16:59:58,2.0,358357.164,356.716,-82.369,3.975,3.945,33.136,29.557,30.857,356.716,-82.369,3.963,7.754,63.617
2022-10-24 17:05:28,2.0,293762.1,358.789,-85.298,4.002,3.964,33.754,29.444,30.869,358.789,-85.298,3.987,7.915,59.254
2022-10-24 17:09:58,2.0,410702.3,357.8,-82.165,3.988,3.955,34.45,31.143,32.229,357.8,-82.165,3.977,8.077,63.476
2022-10-24 17:31:08,2.0,415133.6,358.745,-83.623,3.996,3.964,34.315,30.969,32.344,358.745,-83.623,3.984,7.958,60.042
2022-10-24 17:42:38,1.632,343907.2,359.999,-80.29,4.014,3.981,34.328,30.664,31.886,359.999,-80.29,4.001,7.573,55.322
2022-10-25 01:45:38,1.994,378532.8,354.238,-64.928,3.951,3.919,29.689,27.085,27.925,354.238,-64.928,3.936,7.574,63.514
2022-10-25 02:30:28,2.0,206308.5,356.731,-83.315,3.971,3.929,31.184,27.735,28.999,356.731,-83.315,3.965,7.882,62.774
2022-10-25 04:21:28,2.0,331825.6,358.98,-84.464,3.998,3.954,31.174,28.432,29.578,358.98,-84.464,3.986,7.747,61.491
2022-10-25 04:45:28,2.0,410934.4,356.319,-81.775,3.971,3.94,30.281,27.778,28.603,356.319,-81.775,3.96,8.073,61.155
2022-10-25 04:46:58,2.0,386104.9,360.96,-80.425,4.026,3.984,29.902,27.333,28.707,360.96,-80.425,4.014,7.66,54.509
2022-10-25 04:47:38,2.0,294019.0,361.19,-81.062,4.028,3.99,30.016,26.862,28.062,361.19,-81.062,4.014,7.759,54.935
2022-10-25 04:56:08,2.0,415349.8,361.11,-79.571,4.023,3.989,32.087,29.048,30.359,361.11,-79.571,4.01,7.924,55.257
2022-10-25 05:41:08,2.0,441988.1,357.056,-77.151,3.982,3.953,30.483,28.379,29.19,357.056,-77.151,3.967,7.652,61.755
2022-10-25 05:54:48,1.816,344147.4,361.219,-77.941,4.028,3.994,30.568,27.792,28.832,361.219,-77.941,4.014,7.616,53.684
2022-10-25 05:55:48,2.0,358583.9,360.88,-81.798,4.023,3.99,29.365,26.786,27.89,360.88,-81.798,4.009,7.648,56.804
2022-10-25 07:20:58,2.0,424477.3,357.545,-84.435,3.983,3.954,32.201,29.914,30.913,357.545,-84.435,3.972,7.818,64.783
2022-10-25 15:37:58,2.0,206625.7,360.764,-77.395,4.016,3.971,34.243,30.223,31.66,360.764,-77.395,4.011,7.528,63.191
2022-10-25 16:59:48,2.0,294218.4,359.377,-84.301,4.009,3.97,33.176,29.136,30.726,359.377,-84.301,3.994,7.917,58.086
2022-10-25 17:06:38,2.0,411125.2,359.573,-81.836,4.008,3.974,32.932,29.871,30.896,359.573,-81.836,3.997,7.969,59.562
2022-10-25 17:19:08,1.953,415570.9,359.753,-81.924,4.007,3.975,33.349,30.264,31.638,359.753,-81.924,3.995,7.923,58.272
2022-10-25 17:42:08,2.0,358807.1,360.095,-81.367,4.014,3.982,31.813,28.626,29.879,360.095,-81.367,4.0,7.609,55.148
2022-10-25 17:58:08,2.0,344379.2,359.694,-76.927,4.011,3.978,32.455,29.182,30.318,359.694,-76.927,3.998,7.631,56.028
2022-10-26 00:10:48,2.0,288815.2,360.098,-77.574,4.014,3.98,30.591,28.288,29.507,360.098,-77.574,4.002,7.775,56.464
2022-10-26 00:10:58,2.0,137748.0,356.185,-80.431,3.965,3.923,30.286,27.925,29.002,356.185,-80.431,3.957,7.399,65.292
2022-10-26 02:53:08,2.0,206794.9,356.151,-83.85,3.965,3.923,30.383,27.128,28.396,356.151,-83.85,3.959,7.753,65.512
2022-10-26 03:19:48,2.0,272934.9,358.893,-78.988,3.994,3.949,30.672,28.642,29.593,358.893,-78.988,3.987,7.733,59.704
2022-10-26 04:32:48,2.0,386331.8,359.892,-80.737,4.014,3.973,30.709,28.394,29.495,359.892,-80.737,4.002,7.748,56.524
2022-10-26 04:41:18,2.0,294417.5,358.062,-86.224,3.993,3.956,31.285,27.792,28.851,358.062,-86.224,3.979,7.745,61.81
2022-10-26 04:52:48,2.0,415761.9,358.685,-84.538,3.995,3.963,30.519,28.076,29.041,358.685,-84.538,3.983,8.049,61.074
2022-10-26 05:15:58,2.0,411289.5,356.841,-85.461,3.977,3.945,31.178,28.348,29.19,356.841,-85.461,3.966,7.972,63.919
2022-10-26 05:33:38,2.0,442403.0,355.266,-79.118,3.962,3.934,30.02,27.678,28.449,355.266,-79.118,3.947,7.886,65.107
2022-10-26 05:53:18,2.0,359048.4,359.501,-82.906,4.007,3.975,30.773,28.492,29.552,359.501,-82.906,3.993,7.545,58.501
2022-10-26 05:59:28,2.0,344593.0,361.057,-78.51,4.026,3.993,29.56,27.056,27.971,361.057,-78.51,4.013,7.659,54.078
2022-10-26 07:16:38,2.0,424681.0,357.668,-82.323,3.984,3.956,31.723,29.404,30.263,357.668,-82.323,3.973,7.78,64.062
2022-10-26 15:17:28,2.0,207051.4,356.82,-87.605,3.972,3.93,34.831,30.331,31.809,356.82,-87.605,3.966,7.787,65.748
2022-10-26 17:02:38,2.0,294617.5,359.072,-85.074,4.005,3.967,31.919,27.756,29.233,359.072,-85.074,3.99,7.811,57.671
2022-10-26 17:20:18,2.0,359309.2,358.239,-85.585,3.993,3.961,31.954,28.565,29.806,358.239,-85.585,3.98,7.54,61.834
2022-10-26 17:25:08,1.883,411545.0,362.008,-76.396,4.036,4.001,33.289,29.812,31.134,362.008,-76.396,4.024,7.766,53.885
2022-10-26 17:56:18,2.0,344826.4,360.094,-80.317,4.015,3.983,33.333,30.159,31.233,360.094,-80.317,4.002,7.686,55.783
2022-10-26 18:14:08,1.86,415995.8,360.38,-79.889,4.014,3.982,33.217,30.31,31.585,360.38,-79.889,4.002,7.939,56.847
2022-10-27 02:14:18,2.0,379125.4,357.501,-84.102,3.987,3.954,31.2,28.281,29.21,357.501,-84.102,3.971,7.624,62.652
2022-10-27 02:27:48,2.0,273181.0,359.449,-77.517,4.001,3.955,29.399,27.29,28.169,359.449,-77.517,3.993,7.629,59.019
2022-10-27 03:04:08,2.0,207242.3,357.855,-86.921,3.984,3.941,31.172,27.843,29.082,357.855,-86.921,3.978,7.718,64.257
2022-10-27 04:44:48,2.0,416217.3,360.134,-81.661,4.011,3.979,31.211,28.586,29.706,360.134,-81.661,3.999,7.983,57.63
2022-10-27 04:45:38,2.0,294856.8,360.163,-84.242,4.017,3.979,29.846,26.407,27.783,360.163,-84.242,4.002,7.765,57.101
2022-10-27 04:52:28,2.0,386568.8,360.498,-78.091,4.021,3.979,30.402,27.866,29.111,360.498,-78.091,4.009,7.702,54.661
2022-10-27 04:52:38,2.0,411778.5,361.641,-80.157,4.032,3.997,30.659,28.179,29.238,361.641,-80.157,4.02,7.874,54.315
2022-10-27 05:27:58,2.0,442779.7,356.886,-77.56,3.98,3.952,30.229,28.076,28.844,356.886,-77.56,3.965,7.829,61.656
2022-10-27 05:53:08,2.0,359529.9,358.816,-79.601,4.0,3.967,29.918,27.769,28.719,358.816,-79.601,3.986,7.606,58.799
2022-10-27 05:58:38,2.0,345135.9,360.79,-79.087,4.023,3.989,29.794,27.214,28.186,360.79,-79.087,4.01,7.679,54.919
2022-10-27 07:16:38,2.0,424882.0,357.113,-83.745,3.977,3.951,31.319,29.298,30.311,357.113,-83.745,3.967,7.829,65.179
2022-10-27 15:06:08,2.0,207487.9,356.288,-83.288,3.966,3.925,34.065,29.993,31.301,356.288,-83.288,3.961,7.851,64.149
2022-10-27 17:03:48,2.0,295083.8,359.932,-83.678,4.015,3.976,32.577,28.382,29.853,359.932,-83.678,4.0,7.796,56.723
2022-10-27 17:17:18,2.0,359756.0,358.655,-84.828,3.998,3.966,32.386,29.039,30.414,358.655,-84.828,3.984,7.713,59.406
2022-10-27 17:32:48,2.0,411985.7,361.245,-75.564,4.027,3.992,32.821,29.358,30.606,361.245,-75.564,4.016,7.829,51.203
2022-10-27 17:51:28,1.868,416449.4,359.958,-81.065,4.01,3.977,33.349,30.186,31.571,359.958,-81.065,3.998,7.841,57.659
2022-10-28 00:11:48,2.0,289420.7,358.828,-79.449,4.0,3.966,32.306,29.418,30.703,358.828,-79.449,3.988,7.877,58.726
2022-10-28 03:03:58,2.0,207680.2,357.993,-86.237,3.985,3.942,32.03,28.323,29.745,357.993,-86.237,3.98,7.766,63.271
2022-10-28 04:07:48,2.0,386744.2,357.491,-84.813,3.986,3.947,31.134,28.351,29.368,357.491,-84.813,3.975,7.762,62.736
2022-10-28 04:35:08,2.0,295286.5,358.812,-85.173,4.002,3.964,30.32,27.102,28.231,358.812,-85.173,3.987,7.827,60.111
2022-10-28 04:40:38,2.0,416646.4,359.26,-82.787,4.002,3.969,31.626,29.084,30.133,359.26,-82.787,3.99,7.918,59.81
2022-10-28 05:18:08,2.0,443124.3,355.323,-78.697,3.962,3.935,29.444,26.927,27.763,355.323,-78.697,3.948,7.862,65.637
2022-10-28 05:54:18,2.0,359979.2,359.69,-84.271,4.009,3.977,30.262,28.024,28.974,359.69,-84.271,3.996,7.588,58.533
2022-10-28 06:07:38,2.0,345627.3,361.34,-77.728,4.029,3.996,31.04,28.143,29.233,361.34,-77.728,4.016,7.57,53.967
2022-10-28 07:17:08,2.0,425053.2,355.974,-85.398,3.965,3.938,31.465,29.528,30.258,355.974,-85.398,3.954,7.936,67.893
2022-10-28 14:04:58,2.0,327005.9,357.095,-86.733,3.982,3.948,32.371,28.227,29.782,357.095,-86.733,3.968,7.887,63.391
2022-10-28 17:10:48,2.0,412389.2,360.117,-80.384,4.014,3.98,32.959,29.73,30.779,360.117,-80.384,4.003,7.991,54.029
2022-10-28 17:12:38,2.0,295450.4,357.828,-86.741,3.991,3.953,33.0,28.828,30.195,357.828,-86.741,3.976,7.839,55.453
2022-10-28 17:27:18,2.0,360227.2,360.227,-83.745,4.015,3.983,32.513,29.009,30.422,360.227,-83.745,4.002,7.73,53.052
2022-10-28 17:38:28,1.943,416904.5,360.825,-77.959,4.02,3.986,32.811,29.738,31.073,360.825,-77.959,4.008,7.874,52.487
2022-10-28 17:43:18,2.0,345850.5,360.58,-75.842,4.021,3.988,32.992,29.39,30.679,360.58,-75.842,4.008,7.685,51.439
2022-10-28 18:50:08,2.0,425286.6,358.279,-84.911,3.991,3.96,34.271,30.045,31.4,358.279,-84.911,3.979,7.79,62.299
2022-10-28 21:09:08,2.0,138189.8,359.309,-80.894,3.999,3.955,29.919,27.846,28.881,359.309,-80.894,3.992,7.557,60.695
2022-10-29 02:53:58,2.0,208149.7,358.005,-86.376,3.985,3.942,31.12,28.045,29.239,358.005,-86.376,3.979,7.884,63.372
2022-10-29 04:06:58,2.0,332693.6,359.372,-83.877,4.002,3.958,31.115,28.492,29.562,359.372,-83.877,3.99,7.717,60.128
2022-10-29 04:29:28,2.0,386950.9,359.109,-82.827,4.005,3.964,30.898,28.578,29.595,359.109,-82.827,3.993,7.725,58.461
2022-10-29 04:49:18,2.0,417130.2,361.094,-79.54,4.022,3.989,31.27,28.532,29.741,361.094,-79.54,4.01,7.888,55.237
2022-10-29 04:51:08,2.0,295675.6,359.189,-86.007,4.006,3.968,29.864,26.512,27.8,359.189,-86.007,3.991,7.822,59.263
2022-10-29 05:19:48,2.0,412619.7,359.048,-85.732,4.002,3.969,30.192,27.662,28.626,359.048,-85.732,3.991,7.945,61.455
2022-10-29 05:59:08,2.0,360511.7,359.55,-84.113,4.008,3.975,30.669,28.323,29.391,359.55,-84.113,3.994,7.745,58.886
2022-10-29 06:02:18,2.0,443535.3,357.5,-76.358,3.987,3.958,30.35,28.196,28.982,357.5,-76.358,3.972,7.829,60.269
2022-10-29 06:08:18,2.0,346070.7,359.857,-81.04,4.013,3.98,29.969,27.271,28.266,359.857,-81.04,3.999,7.649,57.635
2022-10-29 15:06:18,2.0,208409.1,360.031,-83.84,4.008,3.963,31.32,27.898,29.228,360.031,-83.84,4.002,7.674,59.169
2022-10-29 16:52:18,2.0,295873.9,358.643,-86.183,4.0,3.962,31.126,27.638,28.885,358.643,-86.183,3.986,7.691,60.343
2022-10-29 17:07:38,2.0,412840.0,361.509,-79.948,4.03,3.995,32.258,29.645,30.621,361.509,-79.948,4.018,7.778,54.628
2022-10-29 17:12:38,2.0,360723.1,358.359,-84.749,3.994,3.963,30.218,27.654,28.678,358.359,-84.749,3.981,7.795,62.171
2022-10-29 18:00:38,1.795,346333.3,360.724,-75.132,4.023,3.989,30.97,27.917,28.957,360.724,-75.132,4.009,7.532,54.707
2022-10-29 23:01:28,2.0,138482.2,359.436,-80.309,4.001,3.956,29.066,26.876,27.934,359.436,-80.309,3.993,7.459,60.698
2022-10-30 02:46:08,2.0,208612.8,358.711,-85.781,3.993,3.949,29.379,26.492,27.852,358.711,-85.781,3.987,7.788,62.456
2022-10-30 04:04:18,2.0,387135.8,357.198,-83.91,3.983,3.944,30.456,27.978,28.798,357.198,-83.91,3.972,7.725,62.96
2022-10-30 04:06:38,2.0,332933.5,359.243,-84.276,4.001,3.957,31.246,28.985,30.006,359.243,-84.276,3.989,7.659,60.415
2022-10-30 04:35:38,2.0,417509.8,359.806,-82.074,4.008,3.975,30.086,27.555,28.498,359.806,-82.074,3.996,7.834,57.918
2022-10-30 04:53:48,2.0,296110.6,359.688,-82.146,4.011,3.974,30.56,28.104,29.06,359.688,-82.146,3.997,7.742,56.604
2022-10-30 05:01:08,2.0,413065.6,358.146,-87.175,3.992,3.959,29.385,27.146,28.022,358.146,-87.175,3.98,8.068,62.498
2022-10-30 05:42:48,2.0,443938.2,356.208,-78.064,3.972,3.944,30.219,28.158,28.956,356.208,-78.064,3.957,7.67,62.927
2022-10-30 06:04:48,2.0,346578.0,361.048,-78.494,4.026,3.992,30.798,28.202,29.201,361.048,-78.494,4.012,7.474,53.63
2022-10-30 06:05:08,2.0,360964.2,360.583,-82.475,4.02,3.986,30.331,27.847,28.903,360.583,-82.475,4.006,7.725,56.36
2022-10-30 07:42:58,2.0,425528.4,355.324,-83.638,3.957,3.932,29.938,28.411,29.058,355.324,-83.638,3.947,7.788,67.443
2022-10-30 15:11:08,1.638,208870.3,356.246,-83.534,3.966,3.925,32.156,28.504,29.778,356.246,-83.534,3.96,7.852,65.27
2022-10-30 16:18:38,2.0,417718.8,358.599,-81.355,3.994,3.962,31.684,28.684,29.843,358.599,-81.355,3.983,7.818,61.109
2022-10-30 17:15:48,2.0,413283.0,361.209,-80.678,4.027,3.992,32.048,29.331,30.33,361.209,-80.678,4.015,7.816,55.125
2022-10-30 17:20:18,2.0,361170.3,357.449,-85.716,3.984,3.953,31.133,28.467,29.537,357.449,-85.716,3.971,7.764,63.838
2022-10-30 18:05:28,2.0,346835.6,361.024,-78.182,4.026,3.992,32.638,29.591,30.617,361.024,-78.182,4.012,7.514,54.725
2022-10-31 03:10:58,2.0,209083.4,358.64,-85.351,3.993,3.949,30.351,27.58,28.756,358.64,-85.351,3.986,7.624,61.666
2022-10-31 04:00:28,2.0,417947.4,361.039,-80.926,4.022,3.988,30.823,28.065,29.161,361.039,-80.926,4.009,7.756,55.296
2022-10-31 04:49:38,2.0,387403.9,360.607,-79.819,4.022,3.98,30.112,27.768,29.021,360.607,-79.819,4.01,7.7,54.996
2022-10-31 05:17:48,2.0,296563.8,360.154,-83.627,4.016,3.978,29.104,26.432,27.354,360.154,-83.627,4.002,7.798,57.618
2022-10-31 05:20:58,2.0,444342.4,354.829,-79.231,3.957,3.929,30.18,27.773,28.506,354.829,-79.231,3.942,7.898,65.637
2022-10-31 05:55:28,2.0,347088.7,361.205,-78.194,4.028,3.994,30.048,27.468,28.567,361.205,-78.194,4.014,7.523,54.294
2022-10-31 06:06:48,2.0,361431.5,360.834,-81.894,4.022,3.989,29.871,27.516,28.543,360.834,-81.894,4.008,7.638,55.958
2022-10-31 15:11:48,2.0,209342.4,359.705,-83.847,4.005,3.96,31.674,28.45,29.723,359.705,-83.847,3.999,7.566,59.646
2022-10-31 16:46:38,2.0,418122.3,356.728,-78.412,3.973,3.942,31.336,28.374,29.404,356.728,-78.412,3.962,7.958,56.988
2022-10-31 17:06:08,2.0,296745.5,358.371,-82.37,3.997,3.96,30.473,27.0,28.249,358.371,-82.37,3.983,7.831,49.903
2022-10-31 17:11:28,2.0,361627.2,358.124,-85.108,3.992,3.96,30.0,27.311,28.377,358.124,-85.108,3.978,7.766,55.817
2022-10-31 18:00:48,1.041,347354.4,361.421,-78.041,4.03,3.997,32.171,29.081,30.146,361.421,-78.041,4.017,7.576,52.889
2022-10-31 21:49:58,2.0,139118.362,352.11,-85.475,3.918,3.881,30.559,28.338,29.205,352.11,-85.475,3.912,7.569,31.868
2022-11-01 02:12:18,2.0,444777.9,354.312,-76.124,3.95,3.924,29.745,27.51,28.294,354.312,-76.124,3.936,7.989,64.591
2022-11-01 02:48:38,1.935,209505.8,356.659,-82.614,3.971,3.929,30.129,26.986,28.167,356.659,-82.614,3.965,7.735,63.653
2022-11-01 04:13:28,2.0,333242.5,360.109,-83.357,4.011,3.966,30.661,28.307,29.411,360.109,-83.357,3.999,7.685,58.362
2022-11-01 04:18:18,2.0,387635.2,359.126,-81.385,4.005,3.964,30.853,28.512,29.525,359.126,-81.385,3.994,7.682,57.925
2022-11-01 04:54:18,2.0,413834.7,360.389,-83.219,4.017,3.984,29.992,27.862,28.716,360.389,-83.219,4.005,7.97,56.404
2022-11-01 04:56:38,2.0,418321.4,359.591,-83.184,4.005,3.973,30.375,27.914,28.895,359.591,-83.184,3.993,7.889,58.703
2022-11-01 05:01:08,2.0,296983.2,359.4,-85.799,4.008,3.971,29.159,26.373,27.351,359.4,-85.799,3.994,7.856,59.595
2022-11-01 06:02:38,2.0,347608.3,360.954,-78.944,4.025,3.991,30.246,27.849,28.74,360.954,-78.944,4.011,7.484,54.819
2022-11-01 06:06:08,2.0,361978.1,359.781,-84.136,4.01,3.978,31.165,28.874,29.973,359.781,-84.136,3.997,7.659,58.898
2022-11-01 07:07:18,1.0,425787.7,356.149,-87.136,3.967,3.94,31.479,29.45,30.339,356.149,-87.136,3.956,7.879,67.337
2022-11-01 16:56:28,2.0,297160.2,357.628,-88.084,3.988,3.952,30.938,27.202,28.564,357.628,-88.084,3.974,7.874,62.662
2022-11-01 17:24:18,2.0,362193.5,357.565,-87.253,3.985,3.954,30.975,28.336,29.427,357.565,-87.253,3.972,7.667,57.234
2022-11-01 17:25:58,2.0,414141.4,359.692,-79.938,4.01,3.976,31.621,29.276,30.246,359.692,-79.938,3.998,7.967,51.086
2022-11-01 17:32:38,1.934,418542.6,360.252,-81.012,4.013,3.98,31.418,28.795,29.852,360.252,-81.012,4.001,7.915,54.541
2022-11-01 17:44:18,2.0,347855.1,360.5,-76.115,4.02,3.987,30.376,27.496,28.597,360.5,-76.115,4.007,7.502,52.463
2022-11-02 03:03:48,2.0,209914.6,357.159,-87.26,3.977,3.935,30.889,27.696,28.846,357.159,-87.26,3.97,7.879,65.268
2022-11-02 03:52:28,2.0,333448.5,358.148,-84.886,3.989,3.946,31.462,29.054,29.991,358.148,-84.886,3.977,7.593,61.184
2022-11-02 04:36:48,2.0,297354.0,357.795,-88.167,3.99,3.954,30.785,27.777,28.583,357.795,-88.167,3.976,7.84,63.207
2022-11-02 04:40:58,2.0,387871.0,358.81,-82.428,4.001,3.961,30.915,28.592,29.508,358.81,-82.428,3.99,7.726,59.093
2022-11-02 04:45:08,2.0,362419.0,360.106,-82.658,4.014,3.981,30.72,28.464,29.4,360.106,-82.658,4.0,7.71,56.948
2022-11-02 04:46:08,1.985,418685.0,357.011,-81.779,3.976,3.944,30.843,28.396,29.182,357.011,-81.779,3.964,7.951,60.706
2022-11-02 04:57:28,2.0,414395.1,360.145,-83.549,4.015,3.981,30.504,28.39,29.42,360.145,-83.549,4.003,7.855,56.631
2022-11-02 05:05:08,2.0,445186.6,355.946,-77.969,3.969,3.941,30.338,28.074,28.771,355.946,-77.969,3.954,7.97,63.717
2022-11-02 05:59:08,2.0,348099.2,361.275,-77.973,4.029,3.995,30.839,28.194,29.278,361.275,-77.973,4.015,7.595,53.272
2022-11-02 07:18:28,2.0,425969.8,355.339,-83.509,3.958,3.931,30.171,28.397,29.06,355.339,-83.509,3.947,7.821,67.338
2022-11-02 15:32:18,2.0,210177.9,360.38,-80.871,4.012,3.968,31.102,28.323,29.467,360.38,-80.871,4.006,7.647,56.608
2022-11-02 16:43:48,2.0,418875.5,359.131,-84.753,4.001,3.966,29.338,27.138,27.901,359.131,-84.753,3.988,7.825,60.755
2022-11-02 16:52:58,2.0,297565.6,359.871,-85.131,4.012,3.976,30.704,27.688,28.573,359.871,-85.131,3.999,7.697,58.648
2022-11-02 17:02:58,2.0,414566.9,356.777,-83.187,3.977,3.945,29.148,26.407,27.267,356.777,-83.187,3.965,7.685,62.21
2022-11-02 17:30:08,2.0,362649.2,359.425,-84.657,4.007,3.974,30.048,27.643,28.675,359.425,-84.657,3.993,7.58,58.802
2022-11-02 17:55:38,2.0,348337.5,360.284,-76.777,4.018,3.984,30.945,28.661,29.663,360.284,-76.777,4.004,7.519,53.77
2022-11-03 01:14:18,2.0,328497.6,357.459,-85.748,3.987,3.951,29.526,27.015,27.776,357.459,-85.748,3.972,7.71,63.14
2022-11-03 01:47:18,2.0,210362.3,357.685,-87.859,3.983,3.94,30.195,27.662,28.558,357.685,-87.859,3.976,7.576,64.461
2022-11-03 02:29:08,2.0,139919.4,359.183,-80.821,3.998,3.953,30.58,27.812,29.295,359.183,-80.821,3.991,7.69,61.539
2022-11-03 04:09:38,2.0,388085.2,358.605,-82.818,3.999,3.959,29.702,27.489,28.214,358.605,-82.818,3.988,7.602,59.907
2022-11-03 04:32:28,2.0,419060.5,359.561,-83.143,4.005,3.971,31.016,28.667,29.478,359.561,-83.143,3.993,7.789,59.138
2022-11-03 04:37:38,2.0,297744.2,356.526,-80.354,3.976,3.94,29.11,26.353,27.024,356.526,-80.354,3.962,7.633,60.54
2022-11-03 05:10:38,2.0,445528.3,355.197,-78.85,3.961,3.933,29.195,26.671,27.405,355.197,-78.85,3.946,7.793,65.108
2022-11-03 05:54:28,2.0,362882.8,360.041,-83.578,4.013,3.98,31.008,28.419,29.603,360.041,-83.578,4.0,7.578,57.11
2022-11-03 06:05:38,2.0,348573.2,361.394,-78.018,4.031,3.996,30.976,28.855,29.807,361.394,-78.018,4.016,7.521,53.306
2022-11-03 07:24:18,2.0,426193.2,357.372,-81.579,3.98,3.954,30.436,28.543,29.391,357.372,-81.579,3.97,7.697,63.053
2022-11-03 17:02:28,2.0,297926.3,358.822,-86.975,4.001,3.965,30.873,27.373,28.379,358.822,-86.975,3.987,7.511,60.411
2022-11-03 17:45:28,2.0,348803.3,361.0,-75.896,4.027,3.992,30.695,28.57,29.52,361.0,-75.896,4.012,7.423,53.57
2022-11-03 18:23:38,2.0,419326.9,362.044,-78.07,4.033,3.998,31.669,29.073,30.137,362.044,-78.07,4.02,7.56,53.337
2022-11-03 21:08:28,2.0,140135.6,358.175,-82.099,3.988,3.941,28.935,26.116,27.607,358.175,-82.099,3.979,7.662,62.523
2022-11-04 00:16:58,2.0,328816.6,358.235,-82.262,3.996,3.959,29.684,26.956,27.85,358.235,-82.262,3.981,7.705,61.694
2022-11-04 02:41:58,2.0,419496.5,358.448,-86.248,3.992,3.958,30.197,27.773,29.006,358.448,-86.248,3.98,7.678,62.797
2022-11-04 02:59:38,2.0,210754.6,357.913,-87.556,3.986,3.943,29.398,26.398,27.39,357.913,-87.556,3.978,7.505,64.235
2022-11-04 04:29:28,2.0,388362.5,357.558,-82.739,3.988,3.948,29.847,27.365,28.669,357.558,-82.739,3.976,7.612,62.534
2022-11-04 04:32:38,2.0,298154.7,361.855,-81.355,4.034,3.998,31.008,28.017,29.069,361.855,-81.355,4.021,7.389,53.314
2022-11-04 05:21:18,1.812,445901.1,357.811,-75.86,3.991,3.961,30.257,28.014,29.216,357.811,-75.86,3.975,7.554,60.297
2022-11-04 06:08:28,2.0,349081.9,361.135,-78.214,4.028,3.992,31.072,28.944,30.181,361.135,-78.214,4.013,7.373,53.873
2022-11-04 07:34:28,2.0,426469.7,358.439,-81.66,3.992,3.965,31.121,28.729,29.991,358.439,-81.66,3.982,7.392,63.087
2022-11-05 05:03:18,2.0,415626.7,359.403,-84.295,4.007,3.974,31.864,28.504,30.384,359.403,-84.295,3.994,7.761,58.078
2022-11-05 06:05:48,2.0,349677.7,361.156,-78.175,4.029,3.993,30.897,28.476,29.78,361.156,-78.175,4.013,7.481,54.279
2022-11-05 17:00:48,2.0,298760.2,358.376,-88.127,3.996,3.959,30.754,27.548,28.379,358.376,-88.127,3.982,7.614,61.218
2022-11-06 00:25:18,2.0,140751.8,357.609,-82.994,3.981,3.936,30.17,27.021,28.779,357.609,-82.994,3.973,7.592,64.584
2022-11-06 01:20:18,2.0,329497.4,358.091,-87.894,3.993,3.957,29.403,26.496,27.385,358.091,-87.894,3.978,7.751,62.532
2022-11-06 02:16:18,2.0,420376.05,359.57,-83.305,4.005,3.97,32.0,28.302,30.204,359.57,-83.305,3.993,7.715,59.251
2022-11-06 04:42:58,2.0,299012.7,360.959,-79.062,4.024,3.988,30.52,27.577,28.981,360.959,-79.062,4.011,7.519,53.588
2022-11-06 04:47:28,2.0,416034.1,357.625,-88.112,3.987,3.955,30.377,26.9,28.91,357.625,-88.112,3.974,7.747,63.249
2022-11-06 06:07:48,2.0,350017.6,361.26,-78.409,4.03,3.993,30.855,28.476,29.801,361.26,-78.409,4.015,7.554,53.567
2022-11-06 16:42:58,2.0,420631.0,362.003,-77.785,4.032,3.998,31.624,29.072,30.11,362.003,-77.785,4.02,7.494,53.601
2022-11-06 16:45:18,2.0,299173.1,357.969,-88.764,3.992,3.955,29.156,25.828,26.771,357.969,-88.764,3.978,7.539,62.652
2022-11-06 18:03:18,2.0,350315.5,360.309,-76.83,4.019,3.984,30.719,28.188,29.47,360.309,-76.83,4.004,7.504,54.238
2022-11-07 00:28:38,2.0,274069.3,361.399,-74.964,4.023,3.977,29.978,28.19,29.133,361.399,-74.964,4.015,7.701,56.645
